,year,congress house,congress sen class 1,congress sen class 2,congress sen class 3,electoral,governor,legislature house,legislature sen
California,2017,"39D, 14R",Dianne Feinstein (D),,Kamala Harris (D),,Jerry Brown (D),"55D, 25R","27D, 13R"
California,2016,"39D, 14R",Dianne Feinstein (D),,Barbara Boxer (D),H. Clinton/Kaine (D),Jerry Brown (D),"52D, 28R","26D, 14R"
California,2015,"39D, 14R",Dianne Feinstein (D),,Barbara Boxer (D),,Jerry Brown (D),"52D, 28R","26D, 14R"
California,2014,"38D, 15R",Dianne Feinstein (D),,Barbara Boxer (D),,Jerry Brown (D),"55D, 25R","25D, 12R"
California,2013,"38D, 15R",Dianne Feinstein (D),,Barbara Boxer (D),,Jerry Brown (D),"55D, 25R","25D, 12R"
California,2013,"38D, 15R",Dianne Feinstein (D),,Barbara Boxer (D),,Jerry Brown (D),"55D, 25R","29D, 11R"
California,2012,"34D, 19R",Dianne Feinstein (D),,Barbara Boxer (D),Obama/Biden (D),Jerry Brown (D),"52D, 27R, 1I","25D, 15R"
California,2012,"34D, 19R",Dianne Feinstein (D),,Barbara Boxer (D),,Jerry Brown (D),"52D, 28R","25D, 15R"
California,2011,"34D, 19R",Dianne Feinstein (D),,Barbara Boxer (D),,Jerry Brown (D),"52D, 28R","25D, 15R"
California,2010,"34D, 19R",Dianne Feinstein (D),,Barbara Boxer (D),,Arnold Schwarzenegger (R),"50D, 29R, 1I","25D, 15R"
California,2009,"34D, 19R",Dianne Feinstein (D),,Barbara Boxer (D),,Arnold Schwarzenegger (R),"50D, 29R, 1I","25D, 15R"
California,2008,"34D, 19R",Dianne Feinstein (D),,Barbara Boxer (D),Obama/Biden (D),Arnold Schwarzenegger (R),"48D, 32R","25D, 15R"
California,2007,"34D, 19R",Dianne Feinstein (D),,Barbara Boxer (D),,Arnold Schwarzenegger (R),"48D, 32R","25D, 15R"
California,2006,"33D, 20R",Dianne Feinstein (D),,Barbara Boxer (D),,Arnold Schwarzenegger (R),"48D, 32R","25D, 15R"
California,2005,"33D, 20R",Dianne Feinstein (D),,Barbara Boxer (D),,Arnold Schwarzenegger (R),"48D, 32R","25D, 15R"
California,2005,"33D, 20R",Dianne Feinstein (D),,Barbara Boxer (D),,Arnold Schwarzenegger (R),"48D, 32R","25D, 15R"
California,2005,"33D, 20R",Dianne Feinstein (D),,Barbara Boxer (D),,Arnold Schwarzenegger (R),"48D, 32R","25D, 15R"
California,2004,"33D, 20R",Dianne Feinstein (D),,Barbara Boxer (D),Kerry/Edwards (D),Arnold Schwarzenegger (R),"48D, 32R","25D, 15R"
California,2003,"33D, 20R",Dianne Feinstein (D),,Barbara Boxer (D),,Arnold Schwarzenegger (R),"48D, 32R","25D, 15R"
California,2003,"33D, 20R",Dianne Feinstein (D),,Barbara Boxer (D),,Gray Davis (D),"48D, 32R","25D, 15R"
California,2002,"32D, 20R",Dianne Feinstein (D),,Barbara Boxer (D),,Gray Davis (D),"50D, 30R","26D, 14R"
California,2001,"32D, 20R",Dianne Feinstein (D),,Barbara Boxer (D),,Gray Davis (D),"50D, 30R","26D, 14R"
California,2000,"27D, 25R",Dianne Feinstein (D),,Barbara Boxer (D),Gore/Lieberman (D),Gray Davis (D),"47D, 32R, 1G","25D, 15R"
California,2000,"28D, 24R",Dianne Feinstein (D),,Barbara Boxer (D),Gore/Lieberman (D),Gray Davis (D),"47D, 32R, 1G","25D, 15R"
California,1999,"28D, 24R",Dianne Feinstein (D),,Barbara Boxer (D),,Gray Davis (D),"47D, 32R, 1G","25D, 15R"
California,1999,"28D, 24R",Dianne Feinstein (D),,Barbara Boxer (D),,Gray Davis (D),"47D, 32R, 1G","25D, 15R"
California,1999,"28D, 24R",Dianne Feinstein (D),,Barbara Boxer (D),,Gray Davis (D),"47D, 32R, 1G","25D, 15R"
California,1998,"29D, 23R",Dianne Feinstein (D),,Barbara Boxer (D),,Pete Wilson (R),"43D, 37R","23D, 16R, 1I"
California,1997,"29D, 23R",Dianne Feinstein (D),,Barbara Boxer (D),,Pete Wilson (R),"43D, 37R","23D, 16R, 1I"
California,1996,"26D, 26R",Dianne Feinstein (D),,Barbara Boxer (D),B. Clinton/Gore (D),Pete Wilson (R),"41R, 39D[2]","21D, 17R, 2I"
California,1995,"26D, 26R",Dianne Feinstein (D),,Barbara Boxer (D),B. Clinton/Gore (D),Pete Wilson (R),"41R, 39D[2]","21D, 17R, 2I"
California,1995,"27D, 25R",Dianne Feinstein (D),,Barbara Boxer (D),,Pete Wilson (R),"41R, 39D[2]","21D, 17R, 2I"
California,1994,"30D, 22R",Dianne Feinstein (D),,Barbara Boxer (D),,Pete Wilson (R),"48D, 32R","23D, 15R, 2I"
California,1994,"30D, 22R",Dianne Feinstein (D),,Barbara Boxer (D),,Pete Wilson (R),"48D, 32R","23D, 15R, 2I"
California,1993,"30D, 22R",Dianne Feinstein (D),,Barbara Boxer (D),,Pete Wilson (R),"48D, 32R","23D, 15R, 2I"
California,1992,"26D, 19R",Dianne Feinstein (D),,Alan Cranston (D),B. Clinton/Gore (D),Pete Wilson (R),"46D, 34R","25D, 14R, 1I"
California,1992,"26D, 19R",John F. Seymour (R),,Alan Cranston (D),B. Clinton/Gore (D),Pete Wilson (R),"46D, 34R","25D, 14R, 1I"
California,1991,"26D, 19R",John F. Seymour (R),,Alan Cranston (D),,Pete Wilson (R),"46D, 34R","25D, 14R, 1I"
California,1990,"28D, 17R",Pete Wilson (R),,Alan Cranston (D),,George Deukmejian (R),"47D, 33R","24D, 15R, 1I"
California,1989,"28D, 17R",Pete Wilson (R),,Alan Cranston (D),,George Deukmejian (R),"47D, 33R","24D, 15R, 1I"
California,1988,"28D, 17R",Pete Wilson (R),,Alan Cranston (D),Bush/Quayle (R),George Deukmejian (R),"44D, 36R","24D, 15R, 1I"
California,1988,"28D, 17R",Pete Wilson (R),,Alan Cranston (D),Bush/Quayle (R),George Deukmejian (R),"44D, 36R","24D, 15R, 1I"
California,1987,"28D, 17R",Pete Wilson (R),,Alan Cranston (D),,George Deukmejian (R),"44D, 36R","24D, 15R, 1I"
California,1986,"28D, 17R",Pete Wilson (R),,Alan Cranston (D),,George Deukmejian (R),"47D, 33R","25D, 15R"
California,1985,"28D, 17R",Pete Wilson (R),,Alan Cranston (D),,George Deukmejian (R),"47D, 33R","25D, 15R"
California,1984,"28D, 17R",Pete Wilson (R),,Alan Cranston (D),Reagan/Bush (R),George Deukmejian (R),"48D, 32R","25D, 15R"
California,1983,"28D, 17R",Pete Wilson (R),,Alan Cranston (D),,George Deukmejian (R),"48D, 32R","25D, 15R"
California,1982,"22D, 21R",S. I. Hayakawa,,Alan Cranston (D),,Jerry Brown (D),"47D, 33R","26D, 14R"
California,1981,"22D, 21R",S. I. Hayakawa,,Alan Cranston (D),,Jerry Brown (D),"47D, 33R","26D, 14R"
California,1980,"25D, 18R",S. I. Hayakawa,,Alan Cranston (D),Reagan/Bush (R),Jerry Brown (D),"50D, 30R","26D, 14R"
Colorado,1980,"3D, 2R",,William L. Armstrong (R),Gary Hart (D),Ronald Reagan and George H. W. Bush (R) Y,Richard Lamm (D),"38R, 27D","22R, 13D"
Colorado,1981,"3D, 2R",,William L. Armstrong (R),Gary Hart (D),Ronald Reagan and George H. W. Bush (R) Y,Richard Lamm (D),"39R, 26D","22R, 13D"
Colorado,1982,"3D, 2R",,William L. Armstrong (R),Gary Hart (D),Ronald Reagan and George H. W. Bush (R) Y,Richard Lamm (D),"39R, 26D","22R, 13D"
Colorado,1983,"3D, 3R",,William L. Armstrong (R),Gary Hart (D),Ronald Reagan and George H. W. Bush (R) Y,Richard Lamm (D),"40R, 25D","22R, 13D"
Colorado,1984,"3D, 3R",,William L. Armstrong (R),Gary Hart (D),Ronald Reagan and George H. W. Bush (R) Y,Richard Lamm (D),"40R, 25D","22R, 13D"
Colorado,1985,"4R, 2D",,William L. Armstrong (R),Gary Hart (D),Ronald Reagan and George H. W. Bush (R) Y,Richard Lamm (D),"48R, 17D","24R, 11D"
Colorado,1986,"4R, 2D",,William L. Armstrong (R),Gary Hart (D),Ronald Reagan and George H. W. Bush (R) Y,Richard Lamm (D),"48R, 17D","24R, 11D"
Colorado,1987,"3R, 3D",,William L. Armstrong (R),Tim Wirth (D),Ronald Reagan and George H. W. Bush (R) Y,Roy Romer (D),"41R, 24D","25R, 10D"
Colorado,1988,"3R, 3D",,William L. Armstrong (R),Tim Wirth (D),George H. W. Bush and Dan Quayle (R) Y,Roy Romer (D),"41R, 24D","25R, 10D"
Colorado,1989,"3R, 3D",,William L. Armstrong (R),Tim Wirth (D),George H. W. Bush and Dan Quayle (R) Y,Roy Romer (D),"40R, 25D","24R, 11D"
Colorado,1990,"3R, 3D",,William L. Armstrong (R),Tim Wirth (D),George H. W. Bush and Dan Quayle (R) Y,Roy Romer (D),"40R, 25D","24R, 11D"
Colorado,1991,"3R, 3D",,Hank Brown (R),Tim Wirth (D),George H. W. Bush and Dan Quayle (R) Y,Roy Romer (D),"38R, 27D","23R, 12D"
Colorado,1992,"3R, 3D",,Hank Brown (R),Tim Wirth (D),Bill Clinton and Al Gore (D) Y,Roy Romer (D),"38R, 27D","23R, 12D"
Colorado,1993,"4R, 2D",,Hank Brown (R),Ben Nighthorse Campbell (D),Bill Clinton and Al Gore (D) Y,Roy Romer (D),"34R, 31D","19R, 16D"
Colorado,1994,"4R, 2D",,Hank Brown (R),Ben Nighthorse Campbell (D),Bill Clinton and Al Gore (D) Y,Roy Romer (D),"34R, 31D","19R, 16D"
Colorado,1995,"4R, 2D",,Hank Brown (R),Ben Nighthorse Campbell (R),Bill Clinton and Al Gore (D) Y,Roy Romer (D),"41R, 24D","19R, 16D"
Colorado,1996,"4R, 2D",,Hank Brown (R),Ben Nighthorse Campbell (R),Bob Dole and Jack Kemp (R) N,Roy Romer (D),"41R, 24D","19R, 16D"
Colorado,1997,"4R, 2D",,Wayne Allard (R),Ben Nighthorse Campbell (R),Bob Dole and Jack Kemp (R) N,Roy Romer (D),"41R, 24D","20R, 15D"
Colorado,1998,"4R, 2D",,Wayne Allard (R),Ben Nighthorse Campbell (R),Bob Dole and Jack Kemp (R) N,Roy Romer (D),"41R, 24D","20R, 15D"
Colorado,1999,"4R, 2D",,Wayne Allard (R),Ben Nighthorse Campbell (R),Bob Dole and Jack Kemp (R) N,Bill Owens (R),"39R, 26D","21R, 14D"
Colorado,1999,"4R, 2D",,Wayne Allard (R),Ben Nighthorse Campbell (R),Bob Dole and Jack Kemp (R) N,Bill Owens (R),"39R, 26D","21R, 14D"
Colorado,2000,"4R, 2D",,Wayne Allard (R),Ben Nighthorse Campbell (R),George W. Bush and Dick Cheney (R) Y,Bill Owens (R),"39R, 26D","21R, 14D"
Colorado,2001,"4R, 2D",,Wayne Allard (R),Ben Nighthorse Campbell (R),George W. Bush and Dick Cheney (R) Y,Bill Owens (R),"38R, 27D","18D, 17R"
Colorado,2002,"4R, 2D",,Wayne Allard (R),Ben Nighthorse Campbell (R),George W. Bush and Dick Cheney (R) Y,Bill Owens (R),"38R, 27D","18D, 17R"
Colorado,2003,"5R, 2D",,Wayne Allard (R),Ben Nighthorse Campbell (R),George W. Bush and Dick Cheney (R) Y,Bill Owens (R),"37R, 28D","18R, 17D"
Colorado,2004,"5R, 2D",,Wayne Allard (R),Ben Nighthorse Campbell (R),George W. Bush and Dick Cheney (R) Y,Bill Owens (R),"37R, 28D","18R, 17D"
Colorado,2005,"4R, 3D",,Wayne Allard (R),Ken Salazar (D)[23],George W. Bush and Dick Cheney (R) Y,Bill Owens (R),"33D, 32R","18D, 17R"
Colorado,2005,"4R, 3D",,Wayne Allard (R),Ken Salazar (D)[23],George W. Bush and Dick Cheney (R) Y,Bill Owens (R),"33D, 32R","18D, 17R"
Colorado,2006,"4R, 3D",,Wayne Allard (R),Ken Salazar (D)[23],George W. Bush and Dick Cheney (R) Y,Bill Owens (R),"33D, 32R","18D, 17R"
Colorado,2006,"4R, 3D",,Wayne Allard (R),Ken Salazar (D)[23],George W. Bush and Dick Cheney (R) Y,Bill Owens (R),"33D, 32R","18D, 17R"
Colorado,2007,"4D, 3R",,Wayne Allard (R),Ken Salazar (D)[23],George W. Bush and Dick Cheney (R) Y,Bill Ritter (D),"39D, 26R","20D, 15R"
Colorado,2008,"4D, 3R",,Wayne Allard (R),Ken Salazar (D)[23],Barack Obama and Joe Biden (D) Y,Bill Ritter (D),"39D, 26R","20D, 15R"
Colorado,2009,"5D, 2R",,Mark Udall (D),Ken Salazar (D)[23],Barack Obama and Joe Biden (D) Y,Bill Ritter (D),"38D, 27R","21D, 14R"
Colorado,2009,"5D, 2R",,Mark Udall (D),Michael Bennet (D)[22],Barack Obama and Joe Biden (D) Y,Bill Ritter (D),"38D, 27R","21D, 14R"
Colorado,2010,"5D, 2R",,Mark Udall (D),Michael Bennet (D)[22],Barack Obama and Joe Biden (D) Y,Bill Ritter (D),"38D, 27R","21D, 14R"
Colorado,2011,"4R, 3D",,Mark Udall (D),Michael Bennet (D)[22],Barack Obama and Joe Biden (D) Y,John Hickenlooper (D),"33R, 32D","20D, 15R"
Colorado,2012,"4R, 3D",,Mark Udall (D),Michael Bennet (D)[22],Barack Obama and Joe Biden (D) Y,John Hickenlooper (D),"33R, 32D","20D, 15R"
Colorado,2013,"4R, 3D",,Mark Udall (D),Michael Bennet (D)[22],Barack Obama and Joe Biden (D) Y,John Hickenlooper (D),"37D, 28R","20D, 15R"
Colorado,2014,"4R, 3D",,Mark Udall (D),Michael Bennet (D)[22],Barack Obama and Joe Biden (D) Y,John Hickenlooper (D),"37D, 28R","18D, 17R[27]"
Colorado,2015,"4R, 3D",,Cory Gardner (R),Michael Bennet (D)[22],Barack Obama and Joe Biden (D) Y,John Hickenlooper (D),"34D, 31R","18R, 17D"
Colorado,2016,"4R, 3D",,Cory Gardner (R),Michael Bennet (D)[22],Hillary Clinton and Tim Kaine (D) N,John Hickenlooper (D),"34D, 31R","18R, 17D"
Connecticut,1980,"5D, 1R","Lowell P. Weicker, Jr. (R)",,Abraham Ribicoff (D),Gerald Ford and Bob Dole (R) N,Ella T. Grasso (D)[21],"103D, 48R","26D, 10R"
Connecticut,1980,"5D, 1R","Lowell P. Weicker, Jr. (R)",,Abraham Ribicoff (D),Ronald Reagan and George Bush (R) Y,William O'Neill (D)[10],"103D, 48R","26D, 10R"
Connecticut,1981,"4D, 2R","Lowell P. Weicker, Jr. (R)",,Christopher Dodd (D),Ronald Reagan and George Bush (R) Y,William O'Neill (D)[10],"83D, 68R","23D, 13R"
Connecticut,1982,"4D, 2R","Lowell P. Weicker, Jr. (R)",,Christopher Dodd (D),Ronald Reagan and George Bush (R) Y,William O'Neill (D)[10],"83D, 68R","23D, 13R"
Connecticut,1982,"4D, 2R","Lowell P. Weicker, Jr. (R)",,Christopher Dodd (D),Ronald Reagan and George Bush (R) Y,William O'Neill (D)[10],"83D, 68R","23D, 13R"
Connecticut,1983,"4D, 2R","Lowell P. Weicker, Jr. (R)",,Christopher Dodd (D),Ronald Reagan and George Bush (R) Y,William O'Neill (D)[10],"87D, 64R","23D, 13R"
Connecticut,1984,"4D, 2R","Lowell P. Weicker, Jr. (R)",,Christopher Dodd (D),Ronald Reagan and George Bush (R) Y,William O'Neill (D)[10],"87D, 64R","23D, 13R"
Connecticut,1985,"3D, 3R","Lowell P. Weicker, Jr. (R)",,Christopher Dodd (D),Ronald Reagan and George Bush (R) Y,William O'Neill (D)[10],"85R, 66D","24R, 12D"
Connecticut,1986,"3D, 3R","Lowell P. Weicker, Jr. (R)",,Christopher Dodd (D),Ronald Reagan and George Bush (R) Y,William O'Neill (D)[10],"85R, 66D","24R, 12D"
Connecticut,1987,"3D, 3R","Lowell P. Weicker, Jr. (R)",,Christopher Dodd (D),Ronald Reagan and George Bush (R) Y,William O'Neill (D)[10],"92D, 59R","25D, 11R"
Connecticut,1988,"3D, 3R","Lowell P. Weicker, Jr. (R)",,Christopher Dodd (D),George Bush and Dan Quayle (R) Y,William O'Neill (D)[10],"92D, 59R","25D, 11R"
Connecticut,1989,"3D, 3R",Joe Lieberman (D),,Christopher Dodd (D),George Bush and Dan Quayle (R) Y,William O'Neill (D)[10],"88D, 63R","23D, 13R"
Connecticut,1990,"3D, 3R",Joe Lieberman (D),,Christopher Dodd (D),George Bush and Dan Quayle (R) Y,William O'Neill (D)[10],"88D, 63R","23D, 13R"
Connecticut,1991,"3D, 3R",Joe Lieberman (D),,Christopher Dodd (D),George Bush and Dan Quayle (R) Y,"Lowell P. Weicker, Jr. (C)","88D, 63R","20D, 16R"
Connecticut,1992,"3D, 3R",Joe Lieberman (D),,Christopher Dodd (D),Bill Clinton and Al Gore (D) Y,"Lowell P. Weicker, Jr. (C)","88D, 63R","20D, 16R"
Connecticut,1993,"3D, 3R",Joe Lieberman (D),,Christopher Dodd (D),Bill Clinton and Al Gore (D) Y,"Lowell P. Weicker, Jr. (C)","87D, 64R","19D, 17R"
Connecticut,1994,"3D, 3R",Joe Lieberman (D),,Christopher Dodd (D),Bill Clinton and Al Gore (D) Y,"Lowell P. Weicker, Jr. (C)","87D, 64R","19D, 17R"
Connecticut,1995,"3D, 3R",Joe Lieberman (D),,Christopher Dodd (D),Bill Clinton and Al Gore (D) Y,John G. Rowland (R)[23],"91D, 60R","19R, 17D"
Connecticut,1996,"3D, 3R",Joe Lieberman (D),,Christopher Dodd (D),Bill Clinton and Al Gore (D) Y,John G. Rowland (R)[23],"91D, 60R","19R, 17D"
Connecticut,1997,"4D, 2R",Joe Lieberman (D),,Christopher Dodd (D),Bill Clinton and Al Gore (D) Y,John G. Rowland (R)[23],"96D, 55R","19D, 17R"
Connecticut,1997,"4D, 2R",Joe Lieberman (D),,Christopher Dodd (D),Bill Clinton and Al Gore (D) Y,John G. Rowland (R)[23],"96D, 55R","19D, 17R"
Connecticut,1998,"4D, 2R",Joe Lieberman (D),,Christopher Dodd (D),Bill Clinton and Al Gore (D) Y,John G. Rowland (R)[23],"96D, 55R","19D, 17R"
Connecticut,1999,"4D, 2R",Joe Lieberman (D),,Christopher Dodd (D),Bill Clinton and Al Gore (D) Y,John G. Rowland (R)[23],"96D, 55R","19D, 17R"
Connecticut,2000,"4D, 2R",Joe Lieberman (D),,Christopher Dodd (D),Al Gore and Joe Lieberman (D) N,John G. Rowland (R)[23],"96D, 55R","19D, 17R"
Connecticut,2001,"3D, 3R",Joe Lieberman (D),,Christopher Dodd (D),Al Gore and Joe Lieberman (D) N,John G. Rowland (R)[23],"100D, 51R","21D, 15R"
Connecticut,2002,"3D, 3R",Joe Lieberman (D),,Christopher Dodd (D),Al Gore and Joe Lieberman (D) N,John G. Rowland (R)[23],"100D, 51R","21D, 15R"
Connecticut,2003,"3R, 2D",Joe Lieberman (D),,Christopher Dodd (D),Al Gore and Joe Lieberman (D) N,John G. Rowland (R)[23],"94D, 57R","21D, 15R"
Connecticut,2004,"3R, 2D",Joe Lieberman (D),,Christopher Dodd (D),John Kerry and John Edwards (D) N,John G. Rowland (R)[23],"94D, 57R","21D, 15R"
Connecticut,2004,"3R, 2D",Joe Lieberman (D),,Christopher Dodd (D),John Kerry and John Edwards (D) N,Jodi Rell (R)[10],"94D, 57R","21D, 15R"
Connecticut,2005,"3R, 2D",Joe Lieberman (D),,Christopher Dodd (D),John Kerry and John Edwards (D) N,Jodi Rell (R)[10],"99D, 52R","24D, 12R"
Connecticut,2006,"3R, 2D",Joe Lieberman (D),,Christopher Dodd (D),John Kerry and John Edwards (D) N,Jodi Rell (R)[10],"99D, 52R","24D, 12R"
Connecticut,2007,"4D, 1R",Joe Lieberman (ID),,Christopher Dodd (D),John Kerry and John Edwards (D) N,Jodi Rell (R)[10],"107D, 44R","24D, 12R"
Connecticut,2008,"4D, 1R",Joe Lieberman (ID),,Christopher Dodd (D),Barack Obama and Joe Biden (D) Y,Jodi Rell (R)[10],"107D, 44R","23D, 13R[26]"
Connecticut,2009,5D,Joe Lieberman (ID),,Christopher Dodd (D),Barack Obama and Joe Biden (D) Y,Jodi Rell (R)[10],"114D, 37R","24D, 12R"
Connecticut,2010,5D,Joe Lieberman (ID),,Christopher Dodd (D),Barack Obama and Joe Biden (D) Y,Jodi Rell (R)[10],"114D, 37R","24D, 12R"
Connecticut,2011,5D,Joe Lieberman (ID),,Richard Blumenthal (D),Barack Obama and Joe Biden (D) Y,Dannel Malloy (D),"99D, 52R","22D, 14R"
Connecticut,2012,5D,Joe Lieberman (ID),,Richard Blumenthal (D),Barack Obama and Joe Biden (D) Y,Dannel Malloy (D),"99D, 52R","22D, 14R"
Connecticut,2013,5D,Chris Murphy (D),,Richard Blumenthal (D),Barack Obama and Joe Biden (D) Y,Dannel Malloy (D),"98D, 53R","22D, 14R"
Connecticut,2014,5D,Chris Murphy (D),,Richard Blumenthal (D),Barack Obama and Joe Biden (D) Y,Dannel Malloy (D),"97D, 54R[27]","22D, 14R"
Connecticut,2015,5D,Chris Murphy (D),,Richard Blumenthal (D),Barack Obama and Joe Biden (D) Y,Dannel Malloy (D),"87D, 64R","21D, 15R"
Connecticut,2016,5D,Chris Murphy (D),,Richard Blumenthal (D),Hillary Clinton and Tim Kaine (D) N,Dannel Malloy (D),"87D, 64R","21D, 15R"
Delaware,1980,"Thomas B. Evans, Jr. (R)","William V. Roth, Jr. (R)",Joe Biden (D)[20],,Ronald Reagan and George H.W. Bush (R) Y,"Pierre S. du Pont, IV (R)","21D, 20R","13D, 8R"
Delaware,1981,"Thomas B. Evans, Jr. (R)","William V. Roth, Jr. (R)",Joe Biden (D)[20],,Ronald Reagan and George H.W. Bush (R) Y,"Pierre S. du Pont, IV (R)","25R, 16D","12D, 9R"
Delaware,1982,"Thomas B. Evans, Jr. (R)","William V. Roth, Jr. (R)",Joe Biden (D)[20],,Ronald Reagan and George H.W. Bush (R) Y,"Pierre S. du Pont, IV (R)","25R, 16D","12D, 9R"
Delaware,1983,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Ronald Reagan and George H.W. Bush (R) Y,"Pierre S. du Pont, IV (R)","25D, 16R","13D, 8R"
Delaware,1984,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Ronald Reagan and George H.W. Bush (R) Y,"Pierre S. du Pont, IV (R)","25D, 16R","13D, 8R"
Delaware,1985,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Ronald Reagan and George H.W. Bush (R) Y,Michael N. Castle[21],"22R, 19D","13D, 8R"
Delaware,1986,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Ronald Reagan and George H.W. Bush (R) Y,Michael N. Castle[21],"22R, 19D","13D, 8R"
Delaware,1987,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Ronald Reagan and George H.W. Bush (R) Y,Michael N. Castle[21],"22R, 19D","13D, 8R"
Delaware,1988,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,George H.W. Bush and Dan Quayle (R) Y,Michael N. Castle[21],"22R, 19D","13D, 8R"
Delaware,1989,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,George H.W. Bush and Dan Quayle (R) Y,Michael N. Castle[21],"22R, 19D","13D, 8R"
Delaware,1989,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,George H.W. Bush and Dan Quayle (R) Y,Michael N. Castle[21],"22R, 19D","13D, 8R"
Delaware,1990,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,George H.W. Bush and Dan Quayle (R) Y,Michael N. Castle[21],"22R, 19D","13D, 8R"
Delaware,1991,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,George H.W. Bush and Dan Quayle (R) Y,Michael N. Castle[21],"24R, 17D","15D, 6R"
Delaware,1992,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,George H.W. Bush and Dan Quayle (R) Y,Michael N. Castle[21],"24R, 17D","15D, 6R"
Delaware,1992,Tom Carper (D),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Bill Clinton and Al Gore (D) Y,Dale E. Wolf (R)[5],"24R, 17D","15D, 6R"
Delaware,1993,Michael N. Castle (R),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Bill Clinton and Al Gore (D) Y,Tom Carper (D)[18],"22R, 19D","15D, 6R"
Delaware,1994,Michael N. Castle (R),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Bill Clinton and Al Gore (D) Y,Tom Carper (D)[18],"22R, 19D","15D, 6R"
Delaware,1995,Michael N. Castle (R),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Bill Clinton and Al Gore (D) Y,Tom Carper (D)[18],"27R, 14D","12D, 9R"
Delaware,1996,Michael N. Castle (R),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Bill Clinton and Al Gore (D) Y,Tom Carper (D)[18],"27R, 14D","12D, 9R"
Delaware,1997,Michael N. Castle (R),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Bill Clinton and Al Gore (D) Y,Tom Carper (D)[18],"23R, 18D","12D, 9R"
Delaware,1998,Michael N. Castle (R),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Bill Clinton and Al Gore (D) Y,Tom Carper (D)[18],"23R, 18D","12D, 9R"
Delaware,1999,Michael N. Castle (R),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Bill Clinton and Al Gore (D) Y,Tom Carper (D)[18],"26R, 15D","13D, 8R"
Delaware,2000,Michael N. Castle (R),"William V. Roth, Jr. (R)",Joe Biden (D)[20],,Al Gore and Joe Lieberman (D) N,Tom Carper (D)[18],"26R, 15D","13D, 8R"
Delaware,2001,Michael N. Castle (R),Tom Carper (D),Joe Biden (D)[20],,Al Gore and Joe Lieberman (D) N,Ruth Ann Minner (D),"26R, 15D","13D, 8R"
Delaware,2002,Michael N. Castle (R),Tom Carper (D),Joe Biden (D)[20],,Al Gore and Joe Lieberman (D) N,Ruth Ann Minner (D),"26R, 15D","13D, 8R"
Delaware,2003,Michael N. Castle (R),Tom Carper (D),Joe Biden (D)[20],,Al Gore and Joe Lieberman (D) N,Ruth Ann Minner (D),"29R, 12D","13D, 8R"
Delaware,2004,Michael N. Castle (R),Tom Carper (D),Joe Biden (D)[20],,John Kerry and John Edwards (D) N,Ruth Ann Minner (D),"29R, 12D","13D, 8R"
Delaware,2005,Michael N. Castle (R),Tom Carper (D),Joe Biden (D)[20],,John Kerry and John Edwards (D) N,Ruth Ann Minner (D),"26R, 15D","13D, 8R"
Delaware,2006,Michael N. Castle (R),Tom Carper (D),Joe Biden (D)[20],,John Kerry and John Edwards (D) N,Ruth Ann Minner (D),"26R, 15D","13D, 8R"
Delaware,2007,Michael N. Castle (R),Tom Carper (D),Joe Biden (D)[20],,John Kerry and John Edwards (D) N,Ruth Ann Minner (D),"23R, 18D","13D, 8R"
Delaware,2008,Michael N. Castle (R),Tom Carper (D),Joe Biden (D)[20],,Barack Obama and Joe Biden (D) Y,Ruth Ann Minner (D),"23R, 18D","13D, 8R"
Delaware,2009,Michael N. Castle (R),Tom Carper (D),Ted Kaufman (D)[16],,Barack Obama and Joe Biden (D) Y,Jack Markell (D),"24D, 17R","16D, 5R"
Delaware,2010,Michael N. Castle (R),Tom Carper (D),Chris Coons (D),,Barack Obama and Joe Biden (D) Y,Jack Markell (D),"24D, 17R","15D, 6R[23]"
Delaware,2011,John Carney (D),Tom Carper (D),Chris Coons (D),,Barack Obama and Joe Biden (D) Y,Jack Markell (D),"26D, 15R","14D, 7R"
Delaware,2012,John Carney (D),Tom Carper (D),Chris Coons (D),,Barack Obama and Joe Biden (D) Y,Jack Markell (D),"26D, 15R","14D, 7R"
